,rating,review_text
3603,0,"O anuncio informava 2000W , mas quando abri a embalagem estava marcado 1500W.  Foi decepcionando, coloquei na caixa e devolvi.  Muito inferior aos concorrentes que informam claramente 2000W para 220V e 1800W para 127V, não deve assar anda essa churrasqueira de 1500W."
3545,4,Ótimo para limpeza e pratico.Recomendo para limpeza em geral.Facil de usar .
2282,4,excelente custo benefício! Vale muito a pena......................
8286,4,"Produto de qualidade chegou bem antes do previsto, bem embalado e intacto."
9283,0,A loja não me parece enviou essa nave. A loja me deu enviou outro produto.
1611,4,Custo benefício bem compensador. Um tamanho bem anatômico pro meu filho de  um ano.
8687,3,Acho que só faltou na explicação do aparelho que ele não vinha com nenhum Snape.
1268,2,Aplicativos nativos drenam a memória ram e é necessário ficar limpando diariamente. Bateria carrega rápido e demora para descarregar. Ótima câmera.
302,1,"deveria ter uma trava pra o copo, que apenas é so colocar. muito fraco!"
4673,4,Chegou dentro do prazo estipulado. O produto é realmente bom e exatamente como anunciado. Recomendo!
8363,4,"Adorei, super sexy, tamanho ideial tecido gostoso confortavel! pode comprar sem medo.. usei e arrasei!"
1641,4,Muito bom. Entrega antes do prazo e produto excelente!
3445,4,"Toda familia esta jogando e interagindo com a criança. para a crianaça Ensina o valor do dinheiro, fazer contas, conhecer as cédulas de cada valor e fazer as negociações.  Só faltam alguns esclarecimentos das regras do jogo no manual"
4596,3,Só tinha 2 peças.com pequeno defeito mas de resto é maravilhoso
5141,0,Tentei cancelar esta compra no segui seguinte da compra. Não consegui. O valor já foi debitado no meu cartão. Gostaria de saber se será entregue ou se está cancelado.
9174,4,"Recomendo muito, produto incrível!!! Muito pratico de usar e excelente pra quem trabalha no dia dia na correria"
6576,4,"Produto de ótima qualidade, recomendo a todas as pessoas."
4984,4,"Produto de altíssima qualidade, robusto e muito bonito. obrigado"
6657,4,"MUITO LEVE E PRATICO FÁCIL DE LEVA, ÓTIMO PRA TRABALHOS DE FACULDADE."
9985,3,"parece ser muito bom, ainda não usei mas e de boa qualidade."
3806,3,"""Minha mãe que comprou pra ela. Está gostando muito.A memória é grande cabendo todos os """"flashes """" dela e todas as """"pérolas"""" musicais rsrs."""
5740,0,Gostaria de uma posição sobre a entrega do produto. Pois ate hoje não recebi nada ainda. E havia comprado para ser presente de Natal para minha filha. Produto adquirido a mais de um mês antes do Natal. Peço explicações antes de procurar meus direitos.
6701,1,"não pude avaliar o produto porque ainda não recebi a mercadoria, ainda não responderam minhas dúvidas via e-mail e por telefone não estou conseguindo contato."
4127,2,"Só achei ruim não ter mais o sistema de migração de dados, ficava muito mais fácil transferir os arquivos com esse sistema."
8211,4,"Entrega super rápida! Comprei dia 02/01 e o produto foi entregue dia 05/01! Me surpreendi pois o prazo para a entrega seria até dia 18/01. Produto intacto funcionando perfeitamente, gela muito e pouco ruído! Ótimo custo-benefício. Recomendo."
8233,3,"""Aparelho lindo! Acabamento impecável! Nunca travou comigo, mesmo executando aplicativos """"pesados""""."""
1911,2,Comprei p dar de presente a pessoa disse q o celular é bom.
3233,4,"Não poderia deixar de dizer que a marca influênciou muito na escolha, realmente é diferenciado perto da concorrência, parabéns tramontina, sua equipe realmente sabe o que faz, com relação ao transporte e logística da Americana, me enviaram um produto do outro lado do país sendo que a cerca de 30min vocês tinham o produto! Mas me entregaram bem embalado e dentro do prazo estabelecido, duro foi ficar sem a panela já que a minha avia explodido."
9082,4,Gostei muito do produto! A entrega foi conforme o combinado. Eu recomendo!
3517,0,"PESSOAL, O PRODUTO FOI ENVIADO PARA MEU ENDEREÇO ANTIGO EM JOINVILLE-SC. ENCAMINHEI EMAIL RELATANDO O PROBLEMA, ME REPASSARAM QUE VOLTOU PARA CENTRAL E SERIA REENVIADO JÁ FAZ MAIS DE 20 DIAS E AINDA NÃO CHEGOU NADA PARA MIM. POR FAVOR, SOLUCIONEM O PROBLEMA. MEU IRMÃO É ADVOGADO E FUI ORIENTADO A PROCURAM O PROCON DA MINHA CIDADE (FLORIANÓPOLIS-SC), MAS ESTOU TENTANDO RESOLVER PACIFICAMENTE."
5643,4,Compra e entrega ocorreram conforme esperado. Estou plenamente satisfeito com a compra.
7187,4,A entrega ocorreu dentro do prazo e o cabo usb é de excelente qualidade. Cumpre o prometido.
8372,4,Maravycherry o prazo e a máquina de café me dinto  diva do expresso agora! Melhor só de graça mesmo
4702,0,Mac store além de errar na cor erra no modelo da capa tbm.
2102,3,Produto de ótima qualidade. Valeu a pena comprar este jogo de casal. Buddemeyer - impecável!
7915,2,"Aparentemente o produto é muito bom. Só o que não entendo é a demora de se fazer a nota fiscal. Fiz a compra dia 23 de dezembro e até agora dia 06 de janeiro ainda nem emitiram a nota fiscal, já faz 14 dias. só espero que chegue logo porque é presente e o bebê já chega mês que vem."
6093,3,abcd xxxxxxx xxxxxxx xxxxxx xxxxxx  abcd xxxxxxx xxxxxxx xxxxxx xxxxxx  abcd xxxxxxx xxxxxxx xxxxxx xxxxxx
2320,4,"Ótimo produto, entrega rápida e funcionando perfeitamente loja seria. voltarei a compar com eles."
3001,0,1 espelho veio quebrado e até agora ninguém resolveu nada
651,4,Muito bom o produto comprado.. Como o esperado... Recomendo
2791,1,"O CD é ótimo, mas a embalagem não veio muito protegida, por ser um material frágil (caixinha de plástico). Além disso, o cd veio com defeito e a última música está com problema, toca apenas metade da música."
5442,3,"Ficamos satisfeitos, ótima resolução. Entrega rápida."
9399,0,"Primeiramente, não é um espelho. Parece um cartão espelhado, a imagem fica totalmente distorcida. Mesmo tendo as medidas no site, pensei que fosse maior. De qualquer forma, fui até uma vidraçaria e agora compramos um espelho para a sala."
4550,3,"Chegou antes da previsão do site, sem problemas na compra e entrega"
2553,4,É um sait seguro os produtos são muito bons eu recomendo
3823,4,"Celular muito bom e bonito, excelente produto, estou muito satisfeito com essa compra."
3013,4,Obra Maravilhosa. Todo pai deveria ler para seus filhos. Otimo preço e a entrega antes do prazo é melhor ainda.
9377,4,"O celular atendeu as minhas expectativas, ótimo custo beneficio."
616,4,"Entrega perfeita da Americanas! O livro em si é muito bom, muito bonito e com lindas ilustrações. Como tudo que a JK escreve, essa e outra obra linda. Um discurso muito motivador !"
1440,3,"O produto chegou no prazo, e até o momento apresentou uma boa utilização, e uma ótima resistência, produto recomendado para uso recreativo"
6667,0,Ótimo custo beneficio. Aparelho moderno e está atendendo as minhas expectativas.
3636,0,"Tamanho ideal para viagens,  mais infelismente ele não seca nada"
2385,2,Comprei este produto em 04/11/2017 e não foi entregue até hoje. Segundo um email enviado pelo setor de atendimento da loja ele encontra-se indisponível no estoque.  Então porque está disponível para venda no site? Gostaria de entender e saber se ainda vou receber ... sei que o produto é bom e  recomendaria mas a loja não cumpriu o prazo de entrega.
366,3,Muito bom aparelho e gostei também do tempo para entrega que foi bem rápido.!!
7508,2,"Poderia se adaptar melhor as curvas do corpo e ter alça igual ao BG1025, pois usando molhado corre o risco de cair e quebrar. Não machuca a pele mesmo em áreas mais sensíveis, pois as pontas são arredondadas."
5025,0,"""Qdo é presente pra criança, não pode falhar! O jogo veio lacrado, mas pra nossa decepção, não """"rodou"""" de jeito nenhum! Já entrei em contato, aguardando a retirada para avaliação e troca! Enqto isso, tenho que enrolar o dono do presente! Chato, né?"""
3136,0,"Meu aparelho veio com defeito, estou esperando vcs  tomarem um providência para solucionar, no entanto já tem quase 1 mês e vcs não resolveram nada. Estou bem decepcionada..."
740,4,"Quando eu era pequeno fugia de casa para frequentar um orfanato hoje em dia sou o homem mais rico do planeta e comprei 900 desses para esse orfanato, obrigado americanas recomendo para todos esse copo"
9120,3,"Dei de presente para uma amiga e seu filho. Ela avaliou que foi fácil a montagem, o filho se sentiu confortável e a medida que for crescendo poderá tirar o encosto e usar somente o assento."
6238,4,"A base apresenta alta cobertura, o q significa pouco produto e máximo efeito. Qualquer imperfeição da pele e corrigida. Como uso anticoagulante tenho muitas manchinhas no corpo e rosto, além de olheira, o q disfarço c a base. Recomendo."
9842,4,"Excelente venda, produto chegou antes do prazo nota dez para as lojas Americanas."
9027,3,gostei muito recomendo...........................................................................................................................................................
1101,0,Comprei dois produtos e ambos vieram quebrado. Não recomendo a compra.
8831,2,Produto simples mas funcional. Veio sem embalagem.
894,4,Produto ótimo. Entrega antes do prazo. Fornecedor parceiro Americanas excelente.
681,4,"Produto de ótima qualidade, de fácil montagem e manuseio."
778,4,"È excelente, aumentou a resistência da animalzinho idoso"
5067,0,Avslio como péssimo porque nem recebi o produto!!!!
7130,1,Deveriam vender produtos de qualidade.  Edredon pequeno. Parece que é para  cama de solteiro.
2481,4,Comecei a tomar e estou gostando muito. Produto de ótima qualidade.  Recomendo!
9013,0,"Comprei o produto no dia 8/12/17 pensando que chegaria antes do natal, mas nao chegou, olhando no site diz que a previsao de chegada é dia 08/01/18, mas no site diz que o pedido 02-657323779 nao saiu da empresa, mesmo mandando uma reclamação no site nao obtive uma resposta da empresa, que indica parceiras que atrasam todos os planos das pessoas e sujam a boa imagem que a empresa tinha..."
7391,0,"Demora para entregar  extraviou ,demora muito para entregar parece que está vindo de navio, deveria ter pronta entrega de 1 semana"
3781,2,O processador 2Gera. ok memoria ok hd ok. Placa de rede 10/100Mbps. usb são 2.0 todas placa mãe e um H61 BrazilPC .   não e a placa anunciada(Placa Mãe: Padrao Premium DQ77MK)  e gabinete lacrado. Vem com linux KDE UBUNTU. com senha. manual pl.mae eh cd-drives .
9265,0,"Eu não posso avaliar o produto porque eu não recebi o produto ainda. Vou processar vocês, porque estou sendo lesada, roubada paguei e não recebi o produto!!!!!!!!"
4878,1,"Na verdade minha avaliação é proforme pois passados 33 dias a transportadora não entregou, e o suporte da Americana não foi bom para ajudar a resolver o problema alegado pelo transporte. Hoje meu dinheiro está com a Americanas e eu sem o notebook."
8958,2,"Pequena,mas de boa qualidade,o café começa a ser coado,segundos depóis que se põe a água,gostei,assim não desperdiço mais o café deixando de um dia pro outro como eu fazia com a garrafa térmica,o café que é  é coado na cafeteira é consumido no mesmo dia, sem desperdício."
2093,0,Não compre se for dá Up2games ela rouba seu dinheiro ! É vergonhoso como a americanas tem parceria com esse lixo de loja !
7102,2,Até agora estou gostando do produto. Ele tem me servido no que é necessário.
7412,0,"Bom dia, gostaria que vcs me respondesem, como avalio um produto que só vi por foto e ainda não recebi???? Obrigado"
6218,3,"Gostei atingiu minha espectativa ,chegou antes do prazo e em ótimas condições ."
2207,0,Não compre se for dá Up2games ela rouba seu dinheiro ! É vergonhoso como a americanas tem parceria com esse lixo de loja !
8843,3,"O relógio é muito bonito, porém  as cores fortes atrapalham um pouco ao ver as horas."
7831,3,"Tudo certo. Ficamos satisfeitos com a compra ,Recomendamos a todos."
7731,4,Tudo ok. Recomendo. O produto é otimo. Coisa chata ter que ficar escrevendo muito por exigência do site. Já disse que recomendo e é bom. Preciso contar a história toda desde a intenção de comprar até o recebimento? Muda isso Americanas.
1707,0,Estou indignada pois não recebi o produto é não obtive resposta alguma sobre o assunto. Acho uma falta de respeito deixar o cliente sem uma posição do que aconteceu com seu pedido.
1320,4,"Livro travesseiro grande, imagens coloridas, em tecido. Entrega rápida na loja Americanas da minha cidade."
9867,4,O jogo é muito bom mesmo. A entrega chegou muito rápido.
6696,3,"Ótimo produto pelo custo benefício, recomendo, pois há outros produtos na prateleira que proporcionam o mesmo resultado, mas porém mais caro. Meu filho aprovou."
6063,2,"O produto atendeu às minhas espectativas, sendo confeccionado com material de boa qualidade. Montagem rápida e prática."
6179,4,"Ótimo produto. Entrega antes do prazo, vale super a pena pelo custo-benefício."
523,2,"Produto ok, boa imagem e som. Estrutura na foto parecia mais elegante, na realidade tem aspecto plastico."
5106,3,"Super 10!!!!. Um produto que eu recomendo para quem viaja muito e precisa de espaço na mala, além disso é pequeno, prático e leve sem perder sua potência. Eu recomendo."
9262,2,Gostei sim do tênis Mizuno pena que ficou apertado no meu pé só usei uma vez fiquei triste por que apertou o peito do pé
7787,0,Comprei a bateria mas não funcionou. Estou utilizando minha antiga mesmo.
8522,3,"Gostei muito, vale o preço q paguei 1299,90!  A bateria dura 4h, tem um som muito bom, ótimo para ver Netflix etc  Roda the Sims 4, na qualidade mais baixa, já que não é um Notebook para jogos. Mas é muito bom para oq eu preciso!!"
9720,4,Adoramos o produto. Qualidade e eficiência excelentes! Ótima relação custo benefício.
5357,3,bommmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
4266,2,"""Gostei muito do produto, porém não veio com as duas capas (como anunciado). Também não vem com fones de ouvido. A memória """"acaba"""" muito rápido."""
2022,0,"Olá, testei o produto assim que chegou, e não funcionou. Achei que podia não ter entendido o manual e levei numa loja que vende produtos hospitalares, e pedi que verificassem pra mim. Quando a moça ligou o aparelho ela disse que estava com defeito, que o som que a maquina fazia não era o padrão. Não era uma loja de consertos, então não podia dizer que estavam a me enganar.  Então como demorou muito a chegar devido ao Correio, fui numa farmácia e comprei outro. E pedi pra testar esse outro já na farmácia. Não tenho interesse em pedir reembolso ou troca, registrei como perda. Mas a observação foi em relação a esse produto. Sempre compro na Americanas física e na loja virtual e nunca tive problemas. Sempre fiquei satisfeita.  Obrigada!"
1146,3,aguardando ansiosa a chegada.... acompanhando a chegada....
73,4,Adorei a cafeteira.  O encaixe é perfeito e não passa pó para o café  pronto(minha antiga passava)
9360,2,"A entrega foi super rápida estao de parabéns!!!O aparelho apesar de ser básico é muito bom,  imagem muito boa,tamanho câmera tbm gostei muito.Só deixou a desejar no som que é traseiro, a parte que capta o som nao fica na parte da frente e sim na lateral, e ele nao tem sensor para ver as horas.O meu eu nao tive sorte,veio com um problema, ele apaga a tela na hora de atender chamadas. Mas foi um defeito de fábrica que percebi depois do prazo de devolução, e estou resolvendo com a assistência técnica.Mas eu recomendo mesmo assim."
3692,2,"o celular em si é muito bom, o único problema é não ter recebido meu celular, pois essa loja é uma porcaria que não cumpre com os seus prazos de entrega"
4661,2,Ele é bom e pelo preço não esperava nada muito além do que achei. Pontos negativos é que machuca muito na hora de fazer a barba.
1080,4,O PRODUTO CHEGOU DENTRO DO PRAZO E EM PERFEITAS CONDIÇÕES
5568,3,tudo certo na entrega e no produto obrigada obrigada obrigada
3861,4,"Ótimo produto, e a empresa responsável pela venda está de parabéns, pela entrega rápida."
4697,0,"Infelizmente a pior escolha que já fiz, em menos de 6 meses já deu problema 3 vezes e a empresa não se responsabiliza, quer mandar assistência técnica, perco o dia esperando e o problema continua. Com toda certeza digo que é a pior marca que já comprei."
5496,0,produto não recebido e nem deram satisfação ate o momento em mais de um mÊs de atraso. Péssimos..
8410,2,"O produto atende o quanto ofertado, me encontro satisfeito"
2144,1,Ainda não recebi o produto. Está demorando demais...nas compras anteriores não demorava tanto.
1971,3,"Excelente brinquedo, porem a mercadoria chegou aberta, mesmo vindo por transportadora."
3301,0,"Aparelho com 7 meses de uso, vive travando e agora esta com um defeito chamado de tela fantasma, na autorizada (que por sinal tem um atendimento horrível em BH), tinha muita gente com o mesmo problema e disse que não era a primeira vez que estava lá."
9848,0,Demora na entrega 2meses e 24 dias após a compra no site da americanas pela parceiro CIA MOB .Gente não comprem muita dor de cabeça
9905,4,"Meu segundo notebook, primeiro Dell é claro, boa opção para quem estudante de cursos de Informática. Prós: design top, não esquenta muito, teclado muito bom, touchpad bom (mas prefiro um mouse bluetooth), não pesa muito comparado ao meu velho notebook LG, Sistema Linux sem problemas, pois já venho migrando desde 2016 para softwares livres. Contras: nenhum."
2096,3,"Bom produoi, entrega super eficiente parabenizo o vendedor pelo bom atendimento"
7117,2,Brinquedo simples mais interessante.  Brinquedo simples mais interessante.  Brinquedo simples mais interessante.
8269,4,super recomendo produto maravilhoso e entregue bem antes do prazo.
4583,3,"Comprei para o meu filho que adora o Sonic, ele adorou o jogo, misturando partes em 3D com as tradicionais telas em 2D. Ótima diversão, recomendo."
3339,2,Se fosse preciso indicar a alguma pessoa indicaria sem medo.
8929,0,"Por favor preciso da assistência técnica em Belo Horizonte MG , a máquina veio com defeito não consigo utilizar, por favor me ajude ."
4487,4,"Produto de boa qualidade, silencioso e econômico. Ponto negativo para o controle sem iluminação."
5931,3,"O produto veio embalado de forma correta, sem nenhuma avaria. O preço,  apesar de ser alto, foi o melhor que achei e ainda veio com um lindo chaveiro do jogo.  E claro!  eu adorei a forma de pagamento! Rs"
2674,3,"O acabamento, como a pintura podia ser melhor..mas tá bom...as informações no manual não foram muito boas."
6658,0,"Além de não estar atualizado o rastreamento do pedido, ao contatar pelo telefone NINGUEM dá informação pelas Americas. Só consigo falar com o televendas e não podem encaminhar a ligação para atendimento presencial, somente eletronico e a FALTA de informação é a mesma.  Já passei diversos e-mails e a resposta enviada é automatica."
5554,0,"não recebi e quero cancelar a compra com devido reembolso,"
2590,4,"""Amei o produto e minha tia tbm!Chegou antes do Natal! Imagem perfeita! Levissima! Nem parecia que tinha uma TV na caixa! Recomendo!"
1165,4,"Kit de lâmpada Super Led excelente, recomendo. Houve atraso na entrega porem, tudo resolvido."
8548,3,Satisfeito com um produto bastante inovador e moderno...
9015,4,Melhor aparelho da samsung que já possui. Tempo de entrega pela Americanas é excelente. Recomendo.
8692,4,Atendeu perfeitamente às minhas expectativas! Entrega super rápida! Fiquei muito satisfeita!
402,3,"Produto muito bom, recomendo. apesar de demorar um pouco pra chegar ,mas no final de tudo bem satisfatório.."
769,4,"As bolas são lindas, e o tamanho é ótimo para árvores de 1,5m! Recomendo!"
5837,3,"bom aparelho, é a primeira vez que uso samsung, ainda to mim acostumando com a interface e o botão home. Mesmo se tratando de um aparelho de uma versão anterior ainda oferece uma boa usabilidade, estou satisfeito."
1256,1,"qualidade ok, tamanho bom. mangueira que conecta ao gas veio no tamanho errado."
8723,2,"Tudo ok. Produto Bom, chegou no prazo. Não tive problemas."
583,4,Equipamento muito bom utilizo para escritório de contabilidade
8689,4,"Purificador ideal para pequenos espaços, fácil de instalar e prático de usar."
9324,4,Atende totalmente as minhas necessidades. Vale salientar que tem BLOQUEIO de números indesejados.
1602,2,"Eu ameiii o produto, pena que veio com  o espelho quebrado."
8504,4,"Entre todos os produtos que pesquisei este foi o que melhor se encaixou no quesito custo/benefício e tem atendido bem as minhas necessidades.  Prós: - Silencioso - Rápido - Tela grande e confortável. - Bom acabamento - Som excelente - Roda jogos com um desempenho médio/bom  Contras: - Sinto falta de leds que sinalizem o que está ativo ou não (caps, leitura do disco, num lock...) - Drive cd/dvd"
7812,3,"equipamento pequeno, leve mas  muito eficiente. Cumpre o que promete a propaganda."
9931,1,Comprei esse mouse demorou 9 dias e veio um mouse diferente do raptor series....
4572,2,"Bom e bonito pra organização dos temperos. Achei frágil, mas pelo preço nem posso reclamar."
5682,4,Produto me atendeu muito bem nas expectativas. Por isto mesmo recomendo o produto
602,0,Compramos na Americanas (loja física). No segundo dia já não carregava. Fui na loja e a moça de atendimento ao cliente recomendou que fosse trocado por outro produto pois várias pessoas já tinham devolvido.
9333,0,"Produto com design legal, pequeno, mas tem alguns problemas: o volume mínimo do som ainda é alto e a sintonia do AM não é tão boa."
6455,3,"Embora eu tenha achado o volume baixo, o produto atende todas as expectativas."
4018,3,"Esse produto é ótimo. Recomendo, entrega super rápida"
6738,3,"DENTRE OS OUTROS CELULARES COM PREÇOS SEMELHANTES, ACHEI O MELHOR...CUSTO BENEFÍCIO"
2780,3,Muito pratica e eficiente. Fácil de limpar. Se tornou um móvel em minha área de lazer...
3135,3,Gostei muito desse mop. É prático e fácil de usar. Recomendo!
4357,4,"Muito bom o Notebook, supre todas as minhas necessidades, bem rápido e eficiente ... E a entrega da americanas foi executada com excelência, entregaram antes do prazo, muito bom !"
6462,2,"O Produto é bom, vem com hélices para a reposição e a entrega foi super rápida."
4859,4,Produto bom. Me atendeu perfeitamente. Pequeno e pratico
7257,3,"A princípio produto bom, resistente. Recém montado, ainda é cedo para saber se é durável. Contudo sem queixas até o momento."
1968,1,"infelismente nao posso avaliar este produto , comprei  e ainda nao recebir. estou muito chateada ."
7460,3,Adorei o produto! Muito contente! Entrega antes do prazo previsto!
8404,0,A bateria não dura nem 5 hrs carregada  Esta sempre fora d área mesmo com o sinal de rede todo completo  Se quer veio um fone de ouvido uma vez q tem rádio no aparelho conclusão passei vergonha pq dei presente ao meu pai
1174,4,"""Fiquei muito satisfeito tanto com o produto quanto com o atendimento da Americanas.com"
2363,4,"Apesar de falarem que o áudio não é aquelas coisas, é bem satisfatório. O sistema operacional WEB OS é muito bacana e as cores são realmente vivas."
2005,4,recomendo o produto e a facilidade de aquisição. 100% seguro e rápido
5787,0,não recomendo comprei não durou nem 1 ano já queimou.
3093,0,Comprei 6 unidades e só chegaram 4 unidades!!! Gostaria de receber as 2 unidades do produto que faltaram.
2272,4,"Recomendo lindo !!!excelente...,corresponde minha necessidade,rapido sem palavras ,compraria de novo 10,."
4351,4,"Chegou rápido, entrega antes do prazo. Produto bem embalado. As lâmpadas tem ótima iluminação. Queria ter emitido a nota fiscal no CNPJ do condomínio e não no meu CPF."
8788,2,"É bom e necessário para o dia a dia, comprei com o pessoal das Americanas, prazo bom e preço ótimo, fiz uma cotação e o melhor preço foi aqui."
3812,2,"Interessante, mas muito simples. Acredito atrairia mais as crianças se tivessem mais itens"
3446,4,"Veio tudo certo , o atendimento foi ótimo , adorei!"
8981,3,"Produto prático e fácil de usar... excelente!!! vocês que precisam de um bom fogão, esse está aprovado..."
1302,0,"""A imagem cria uma impressão que o produto é muito maior. A descrição no anúncio não diz que para estourar a pipoca tem que colocar  uma colher de óleo. O produto é cheio de """"orelhas"""" penduradas para o fechamento, o que torna muito complicado lavar após o uso. Muito mais simples usar uma panela comum para estourar pipoca!!"""
2180,4,Recomendo pela qualidade do produto e pela rapidez da entrega.
6907,4,"Não tenho o qui reclamar, É um excelente telefone, desde qui comprei não apresentou nenhum problema  é muito bom recomendo este celular pois é bom mesmo."
5425,0,Primeira vez em que meu sobrinho de 2 anos foi brincar o volante soltou e ele quase se machuca com o ferro q segura o volante. E eu quase me afundo de vergonha dos pais dele. Pq eu comprei acreditando ser um bom produto.
8475,2,O manual de montagem e instalação poderia ser mais especificado.
3622,1,Porque  já está soltando a costura na costura do zipper
5061,3,"Blusa muito bonita, confortável, porém com molde pequeno. Normalmente uso M, mas comprei G, e ficou ótima. Recomendo comprar tamanho maior ao seu manequim."
4839,3,Parabéns. Produto atende expectativas e custo menor
7129,4,Muito bom ! A entrega foi muito rápida! A Americana está de parabéns!
7732,1,"O produto é bom, a lâmina maior é muito eficaz, mas a lâmina menor que promete deixar a pele lisinha, não serve pra nada, você passa horas tentando e nada."
7035,1,"Hoje em dia as placas de vídeo não tem conexão VGA, o monitor é analógico e as placas de vídeo recentes são digitais, o que complica."
7135,3,"Única coisa q não indicaria, foi que o produto veio com um fio de cristal quebrado. Não achei nenhum contato que eu pudesse reclamar."
2634,2,Comprei direto das Lojas Americanas produto bom do jeito que minha filha queria
5633,4,Entrega rápida e acompanhamos o processo de entrega pelo site.
5846,3,Facilita muito a limpeza do cano por onde circula a água.
389,3,Excelente muito bom  preço ótimo recomendo lojas americanas   Muito ótimo
4590,4,"Smartphone rápido, preciso e sem apps desnecessários com bom espaço de armazenamento. Funções intuitivas com o sensor de movimento e de digitais interessante e funcional. Design agradável ao toque, bateria com boa duração em uso regular e recarga rápida. Interface de usuário fácil de explorar e customizar, tempo de processamento de apps rápido. No geral ótimo Smartphone intermediário nessa faixa de preço, ótima compra."
9544,1,"Comprei esta panela porque confio na marca Tramontina, porém desta vez ficou a desejar... recebi o produto em dezembro, estou usando conforme recomendações lida no manual. Agora no mês de Janeiro ao lavar a panela percebi que o cabo de apoio (o menor localizado na frente da panela) esta rachado.  Já entrei em contato com a loja Americanas e foi orientada para aguardar o retorno de minha solicitação. No. PROTOCOLO 2518010807413"
7245,2,"Bom aparelho, câmera boa, chegou no prazo determinado."
9024,3,"Um produto de fácil instalação, prático e leve. Eu gostei muito."
6132,4,produto ideal para proteção do notebook. recomendo.
4916,4,"""Produto muito bom, uso no dia a dia, mais para e-mail e whatsapp. preferi ele a outros modelos da alcatel de tela de 4"""". o android funciona bem rápido, ponto para ele. a câmera é aceitável. O produto não trava e é bonito. o bastão de selfie tem sua utilidade. Recomendo, bom custo beneficio."""
3461,1,Como compro um produto em que o frete sai 4x mais caro q o mesmo?
7134,4,Chegou bem antes do prazo e parece de otima qualidade
9110,3,O produto é excelente. Recomento à todos.  O produto é excelente. Recomento à todos.  O produto é excelente. Recomento à todos.
4701,1,"Não fizeram nem o favor de empacotar a caixa com o produto, a mesma veio com a caixa normal toda amassada e com o painel quebrado, provavelmente devido a forma como foi entregue."
3173,2,"o produto é bom! Espera mais do mesmo, achei bem dificil de manuseá-lo, mas ele é bom!"
1117,3,Estamos satisfeitos com o produto.  Qualidade e entrega
1161,2,Atende bem para a faixa etária de 4 anos. Além de ser um brinquedo seguro. Minha netinha adorou o brinquedo .
3292,3,"bom produto, entrega no tempo correto, recomendo!!"
192,0,"O produto não serve para nada, o motor não tem potência suficiente para cumprir o que promete, a lixa não tira nem a a pele morta. Dinheiro jogado fora. Péssimo!!!!!"
982,4,"Produto ótimo,e a entrega ocorreu antes do prazo,fiquei muito satisfeita com o atendimento,amei."
4298,2,"Foi todo muito bom a entrega foi antes do tempo previsto,a moto é boa muito bonita mas pequena muito baixinha!!!"
2551,0,Chegou com defeito não está ligando. Estou esperando pra fazer a troca.
3340,4,estou satisfeito muito bom o fone é otimo a Philips esta de parabéns
61,3,"Produto funciona corretamente e é muito bom, mas é importante sempre destacar no anúncio que a bateria é de uma boa marca, mas diferente da marca Samsung."
7143,2,"o tênis ficou uma graça, só me arrependo em ter comprado os tênis em uma numeração tão certinho aos pés da minha filha."
5921,2,"Para limpeza de mesas, recolhe as migalhas que ficam sobre as mesas."
6902,4,Brinquedo como descrito no anúncio! Minha filha adorou!!!
7697,4,"O produto é realmente muito bem fabricado, de excelente qualidade. Tem vários acessórios, o que servem para várias finalidades. O motor é muito forte, da pra sentir a qualidade e durabilidade.  Super recomendo"
6180,4,"O produto chegou no tempo previsto. O designe bem legal, boa empunhadura, muito prático o manuseio com o kit de acabamento."
4446,3,Otimo so um pouquinho complicada ab montagem mais ficou lindo
1987,1,Paguei o boleto dia 28 e ainda nao compensou o boleto alguém sabe dizer se demora pra compensar to com medo pq quando comprei tava so 997 reais tava esse valor mesmo
2471,1,Por ser um aro 20 achei a bicicleta muito pesada para a criança da idade. Também acompanha ferramentas para montagem.
1745,4,"Melhor custo beneficio possível, simplesmente top! Sem mencionar que todos os apps e ate mesmo o Onedrive parecem responder melhor nessa versão, recomendo!"
749,0,"Compra efetuada em setembro/17 e hj dia 02/01/18 ainda nao consegui montar e usar porque houve erro na entrega. Produto veio em 3 volumes, sendo 2 iguais, portanto, nao da pra montar. Solicitei devolução e disseram nao ser possível e entregariam as peças faltantes. Semana passada finalmente o volume chegou e qual minha surpresa ao constatar que veio novamente o mesmo volume, sendo o terceiro volume igual! Recusei a entrega e estou solicitando novamente devolução porque essa situação é extremamente  desagradavel e desgastante."
1294,0,"Não conhecia o perfume original. Esse pirata tem que gastar o vidro inteiro para exalar algum cheiro, que some logo. Ridículo a Americanas ter esse parceiro."
1951,0,"Produto muito ruim, tem corrosão, veio faltando peças muito mal acabado. Completamente diferente da foto, e ainda mais solicitei a devolução do produto e eles negaram.Super insatisfeita não recomendo."
4820,3,recomendo a forma  esta dentro do esperado recomendo o produto e a loja
545,4,"O produto estava em ordem porem, não estava embalado e tinha sido aberto por baixo da caixa. Como dei de presente de aniversário tive que tirar da caixa que estava danificada. Não esperava esta atitude desta loja."
5276,2,Quando chegouu achei que o som era baixinha pq é tá pequeno mas me surpreendeu.
